sigma,lambda,sse_rel,rmse_rel,mae_rel,bias_rel
0.099,0.035,56.33608531909536,0.9238923369577884,0.9064375066895255,-0.9064375066895255
0.0995,0.035,56.31638327289898,0.9237307694549659,0.9062626316545593,-0.9062626316545593
0.1,0.035,56.296582324312304,0.9235683624211788,0.9060867904753137,-0.9060867904753137
0.1005,0.035,56.2766824447676,0.9234051151790871,0.9059099824090368,-0.9059099824090368
0.101,0.035,56.25668360382007,0.9232410270331761,0.9057322066991192,-0.9057322066991192
0.1015,0.035,56.236585769207316,0.9230760972702229,0.9055534625755586,-0.9055534625755586
0.102,0.035,56.216388906907525,0.9229103251597511,0.9053737492554078,-0.9053737492554078
0.1025,0.035,56.19609298119593,0.922743709954473,0.9051930659432126,-0.9051930659432126
0.103,0.035,56.17569795469984,0.9225762508907182,0.9050114118314342,-0.9050114118314342
0.1035,0.035,56.15520378845218,0.9224079471888532,0.9048287861008593,-0.9048287861008593
0.104,0.035,56.13461044194366,0.9222387980536874,0.9046451879209978,-0.9046451879209978
0.1045,0.035,56.11391787317363,0.9220688026748693,0.9044606164504684,-0.9044606164504684
0.105,0.035,56.09312603869939,0.921897960227271,0.9042750708373715,-0.9042750708373715
0.1055,0.035,56.0722348936844,0.9217262698713625,0.9040885502196518,-0.9040885502196518
0.106,0.035,56.05124439194522,0.9215537307535772,0.9039010537254479,-0.9039010537254479
0.1065,0.035,56.030154485997045,0.921380342006665,0.9037125804734337,-0.9037125804734337
0.107,0.035,56.008965127098264,0.9212061027500378,0.9035231295731458,-0.9035231295731458
0.1075,0.035,55.98767626529377,0.9210310120901053,0.903332700125303,-0.903332700125303
0.108,0.035,55.96628784945712,0.9208550691206016,0.9031412912221162,-0.9031412912221162
0.1085,0.035,55.94479982733176,0.9206782729229029,0.902948901947586,-0.902948901947586
0.109,0.035,55.923212145571,0.9205006225663376,0.9027555313777945,-0.9027555313777945
0.1095,0.035,55.90152474977722,0.9203221171084875,0.9025611785811852,-0.9025611785811852
0.11,0.035,55.879737584539875,0.9201427555954818,0.9023658426188353,-0.9023658426188353
0.1105,0.035,55.8578505934727,0.9199625370622823,0.9021695225447204,-0.9021695225447204
0.111,0.035,55.83586371924999,0.9197814605329635,0.9019722174059697,-0.9019722174059697
0.1115,0.035,55.81377690364196,0.9195995250209831,0.901773926243114,-0.901773926243114
0.112,0.035,55.791590087549274,0.9194167295294476,0.9015746480903254,-0.9015746480903254
0.1125,0.035,55.76930321103675,0.9192330730513704,0.9013743819756519,-0.9013743819756519
0.113,0.035,55.74691621336628,0.9190485545699231,0.9011731269212416,-0.9011731269212416
0.1135,0.035,55.72442903302902,0.9188631730586823,0.900970881943563,-0.900970881943563
0.114,0.035,55.701841607776764,0.9186769274818687,0.9007676460536168,-0.9007676460536168
0.1145,0.035,55.6791538746527,0.9184898167945815,0.9005634182571424,-0.9005634182571424
0.115,0.035,55.6563657700214,0.9183018399430268,0.9003581975548186,-0.9003581975548186
0.1155,0.035,55.63347722959822,0.9181129958647414,0.9001519829424567,-0.9001519829424567
0.116,0.035,55.61048818847797,0.91792328348881,0.8999447734111897,-0.8999447734111897
0.1165,0.035,55.58739858116309,0.9177327017360798,0.8997365679476554,-0.8997365679476554
0.117,0.035,55.56420834159111,0.9175412495193676,0.8995273655341745,-0.8995273655341745
